Date,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths,Month,Year,Year_Month
2020-01-03,US,United States of America,AMRO,0,0,0,0,01,2020,2020-01
2020-01-04,US,United States of America,AMRO,0,0,0,0,01,2020,2020-01
2020-01-05,US,United States of America,AMRO,0,0,0,0,01,2020,2020-01
2020-01-06,US,United States of America,AMRO,0,0,0,0,01,2020,2020-01
2020-01-07,US,United States of America,AMRO,0,0,0,0,01,2020,2020-01
2020-01-08,US,United States of America,AMRO,0,0,0,0,01,2020,2020-01
2020-01-09,US,United States of America,AMRO,0,0,0,0,01,2020,2020-01
2020-01-10,US,United States of America,AMRO,0,0,0,0,01,2020,2020-01
2020-01-11,US,United States of America,AMRO,0,0,0,0,01,2020,2020-01
2020-01-12,US,United States of America,AMRO,0,0,0,0,01,2020,2020-01
2020-01-13,US,United States of America,AMRO,0,0,0,0,01,2020,2020-01
2020-01-14,US,United States of America,AMRO,0,0,0,0,01,2020,2020-01
2020-01-15,US,United States of America,AMRO,0,0,0,0,01,2020,2020-01
2020-01-16,US,United States of America,AMRO,0,0,0,0,01,2020,2020-01
2020-01-17,US,United States of America,AMRO,0,0,0,0,01,2020,2020-01
2020-01-18,US,United States of America,AMRO,0,0,0,0,01,2020,2020-01
2020-01-19,US,United States of America,AMRO,0,0,0,0,01,2020,2020-01
2020-01-20,US,United States of America,AMRO,1,1,0,0,01,2020,2020-01
2020-01-21,US,United States of America,AMRO,0,1,0,0,01,2020,2020-01
2020-01-22,US,United States of America,AMRO,0,1,0,0,01,2020,2020-01
2020-01-23,US,United States of America,AMRO,0,1,0,0,01,2020,2020-01
2020-01-24,US,United States of America,AMRO,0,1,0,0,01,2020,2020-01
2020-01-25,US,United States of America,AMRO,0,1,0,0,01,2020,2020-01
2020-01-26,US,United States of America,AMRO,1,2,0,0,01,2020,2020-01
2020-01-27,US,United States of America,AMRO,0,2,0,0,01,2020,2020-01
2020-01-28,US,United States of America,AMRO,1,3,0,0,01,2020,2020-01
2020-01-29,US,United States of America,AMRO,0,3,0,0,01,2020,2020-01
2020-01-30,US,United States of America,AMRO,0,3,0,0,01,2020,2020-01
2020-01-31,US,United States of America,AMRO,0,3,0,0,01,2020,2020-01
2020-02-01,US,United States of America,AMRO,0,3,0,0,02,2020,2020-02
2020-02-02,US,United States of America,AMRO,1,4,0,0,02,2020,2020-02
2020-02-03,US,United States of America,AMRO,1,5,0,0,02,2020,2020-02
2020-02-04,US,United States of America,AMRO,3,8,0,0,02,2020,2020-02
2020-02-05,US,United States of America,AMRO,3,11,0,0,02,2020,2020-02
2020-02-06,US,United States of America,AMRO,0,11,0,0,02,2020,2020-02
2020-02-07,US,United States of America,AMRO,0,11,0,0,02,2020,2020-02
2020-02-08,US,United States of America,AMRO,0,11,0,0,02,2020,2020-02
2020-02-09,US,United States of America,AMRO,1,12,0,0,02,2020,2020-02
2020-02-10,US,United States of America,AMRO,0,12,0,0,02,2020,2020-02
2020-02-11,US,United States of America,AMRO,0,12,0,0,02,2020,2020-02
2020-02-12,US,United States of America,AMRO,0,12,0,0,02,2020,2020-02
2020-02-13,US,United States of America,AMRO,0,12,0,0,02,2020,2020-02
2020-02-14,US,United States of America,AMRO,1,13,0,0,02,2020,2020-02
2020-02-15,US,United States of America,AMRO,1,14,0,0,02,2020,2020-02
2020-02-16,US,United States of America,AMRO,0,14,0,0,02,2020,2020-02
2020-02-17,US,United States of America,AMRO,0,14,0,0,02,2020,2020-02
2020-02-18,US,United States of America,AMRO,0,14,0,0,02,2020,2020-02
2020-02-19,US,United States of America,AMRO,2,16,0,0,02,2020,2020-02
2020-02-20,US,United States of America,AMRO,5,21,0,0,02,2020,2020-02
2020-02-21,US,United States of America,AMRO,3,24,0,0,02,2020,2020-02
2020-02-22,US,United States of America,AMRO,1,25,0,0,02,2020,2020-02
2020-02-23,US,United States of America,AMRO,5,30,0,0,02,2020,2020-02
2020-02-24,US,United States of America,AMRO,6,36,0,0,02,2020,2020-02
2020-02-25,US,United States of America,AMRO,0,36,0,0,02,2020,2020-02
2020-02-26,US,United States of America,AMRO,4,40,0,0,02,2020,2020-02
2020-02-27,US,United States of America,AMRO,4,44,0,0,02,2020,2020-02
2020-02-28,US,United States of America,AMRO,8,52,0,0,02,2020,2020-02
2020-02-29,US,United States of America,AMRO,5,57,1,1,02,2020,2020-02
2020-03-01,US,United States of America,AMRO,4,61,0,1,03,2020,2020-03
2020-03-02,US,United States of America,AMRO,9,70,1,2,03,2020,2020-03
2020-03-03,US,United States of America,AMRO,18,88,0,2,03,2020,2020-03
2020-03-04,US,United States of America,AMRO,36,124,6,8,03,2020,2020-03
2020-03-05,US,United States of America,AMRO,51,175,3,11,03,2020,2020-03
2020-03-06,US,United States of America,AMRO,70,245,4,15,03,2020,2020-03
2020-03-07,US,United States of America,AMRO,78,323,3,18,03,2020,2020-03
2020-03-08,US,United States of America,AMRO,130,453,3,21,03,2020,2020-03
2020-03-09,US,United States of America,AMRO,146,599,5,26,03,2020,2020-03
2020-03-10,US,United States of America,AMRO,214,813,4,30,03,2020,2020-03
2020-03-11,US,United States of America,AMRO,390,1203,4,34,03,2020,2020-03
2020-03-12,US,United States of America,AMRO,498,1701,7,41,03,2020,2020-03
2020-03-13,US,United States of America,AMRO,534,2235,12,53,03,2020,2020-03
2020-03-14,US,United States of America,AMRO,724,2959,7,60,03,2020,2020-03
2020-03-15,US,United States of America,AMRO,951,3910,11,71,03,2020,2020-03
2020-03-16,US,United States of America,AMRO,1217,5127,13,84,03,2020,2020-03
2020-03-17,US,United States of America,AMRO,2175,7302,20,104,03,2020,2020-03
2020-03-18,US,United States of America,AMRO,2341,9643,21,125,03,2020,2020-03
2020-03-19,US,United States of America,AMRO,3202,12845,27,152,03,2020,2020-03
2020-03-20,US,United States of America,AMRO,4896,17741,64,216,03,2020,2020-03
2020-03-21,US,United States of America,AMRO,6117,23858,69,285,03,2020,2020-03
2020-03-22,US,United States of America,AMRO,7537,31395,92,377,03,2020,2020-03
2020-03-23,US,United States of America,AMRO,9120,40515,112,489,03,2020,2020-03
2020-03-24,US,United States of America,AMRO,10839,51354,122,611,03,2020,2020-03
2020-03-25,US,United States of America,AMRO,10714,62068,160,771,03,2020,2020-03
2020-03-26,US,United States of America,AMRO,11393,73461,212,983,03,2020,2020-03
2020-03-27,US,United States of America,AMRO,14060,87521,301,1284,03,2020,2020-03
2020-03-28,US,United States of America,AMRO,18532,106053,339,1623,03,2020,2020-03
2020-03-29,US,United States of America,AMRO,20221,126274,485,2108,03,2020,2020-03
2020-03-30,US,United States of America,AMRO,20802,147076,560,2668,03,2020,2020-03
2020-03-31,US,United States of America,AMRO,26248,173324,667,3335,03,2020,2020-03
2020-04-01,US,United States of America,AMRO,15259,188583,625,3960,04,2020,2020-04
2020-04-02,US,United States of America,AMRO,23732,212315,989,4949,04,2020,2020-04
2020-04-03,US,United States of America,AMRO,28368,240683,1121,6070,04,2020,2020-04
2020-04-04,US,United States of America,AMRO,29906,270589,1309,7379,04,2020,2020-04
2020-04-05,US,United States of America,AMRO,31848,302437,1370,8749,04,2020,2020-04
2020-04-06,US,United States of America,AMRO,32380,334817,1546,10295,04,2020,2020-04
2020-04-07,US,United States of America,AMRO,27030,361847,1869,12164,04,2020,2020-04
2020-04-08,US,United States of America,AMRO,28641,390488,1697,13861,04,2020,2020-04
2020-04-09,US,United States of America,AMRO,29261,419749,2092,15953,04,2020,2020-04
2020-04-10,US,United States of America,AMRO,34056,453805,2242,18195,04,2020,2020-04
2020-04-11,US,United States of America,AMRO,34759,488564,2208,20403,04,2020,2020-04
2020-04-12,US,United States of America,AMRO,32696,521260,2235,22638,04,2020,2020-04
2020-04-13,US,United States of America,AMRO,32106,553366,2200,24838,04,2020,2020-04
2020-04-14,US,United States of America,AMRO,27108,580474,1862,26700,04,2020,2020-04
2020-04-15,US,United States of America,AMRO,25004,605478,1892,28592,04,2020,2020-04
2020-04-16,US,United States of America,AMRO,25109,630587,2466,31058,04,2020,2020-04
2020-04-17,US,United States of America,AMRO,25087,655674,2699,33757,04,2020,2020-04
2020-04-18,US,United States of America,AMRO,31678,687352,2454,36211,04,2020,2020-04
2020-04-19,US,United States of America,AMRO,30462,717814,2318,38529,04,2020,2020-04
2020-04-20,US,United States of America,AMRO,27490,745304,1875,40404,04,2020,2020-04
2020-04-21,US,United States of America,AMRO,26977,772281,2004,42408,04,2020,2020-04
2020-04-22,US,United States of America,AMRO,26055,798336,2054,44462,04,2020,2020-04
2020-04-23,US,United States of America,AMRO,25307,823643,2656,47118,04,2020,2020-04
2020-04-24,US,United States of America,AMRO,30977,854620,2243,49361,04,2020,2020-04
2020-04-25,US,United States of America,AMRO,32962,887582,1994,51355,04,2020,2020-04
2020-04-26,US,United States of America,AMRO,34869,922451,2078,53433,04,2020,2020-04
2020-04-27,US,United States of America,AMRO,33191,955642,1862,55295,04,2020,2020-04
2020-04-28,US,United States of America,AMRO,26248,981890,1550,56845,04,2020,2020-04
2020-04-29,US,United States of America,AMRO,24415,1006305,1512,58357,04,2020,2020-04
2020-04-30,US,United States of America,AMRO,23287,1029592,2100,60457,04,2020,2020-04
2020-05-01,US,United States of America,AMRO,26942,1056534,2414,62871,05,2020,2020-05
2020-05-02,US,United States of America,AMRO,31576,1088110,2225,65096,05,2020,2020-05
2020-05-03,US,United States of America,AMRO,32060,1120170,1926,67022,05,2020,2020-05
2020-05-04,US,United States of America,AMRO,28412,1148582,1604,68626,05,2020,2020-05
2020-05-05,US,United States of America,AMRO,26945,1175527,1433,70059,05,2020,2020-05
2020-05-06,US,United States of America,AMRO,21445,1196972,1240,71299,05,2020,2020-05
2020-05-07,US,United States of America,AMRO,22798,1219770,2430,73729,05,2020,2020-05
2020-05-08,US,United States of America,AMRO,25327,1245097,2335,76064,05,2020,2020-05
2020-05-09,US,United States of America,AMRO,29498,1274595,2093,78157,05,2020,2020-05
2020-05-10,US,United States of America,AMRO,28294,1302889,1599,79756,05,2020,2020-05
2020-05-11,US,United States of America,AMRO,25808,1328697,1489,81245,05,2020,2020-05
2020-05-12,US,United States of America,AMRO,21973,1350670,1081,82326,05,2020,2020-05
2020-05-13,US,United States of America,AMRO,19420,1370090,1064,83390,05,2020,2020-05
2020-05-14,US,United States of America,AMRO,24132,1394222,1527,84917,05,2020,2020-05
2020-05-15,US,United States of America,AMRO,17445,1411667,1501,86418,05,2020,2020-05
2020-05-16,US,United States of America,AMRO,34395,1446062,1932,88350,05,2020,2020-05
2020-05-17,US,United States of America,AMRO,27196,1473258,1541,89891,05,2020,2020-05
2020-05-18,US,United States of America,AMRO,25526,1498784,1224,91115,05,2020,2020-05
2020-05-19,US,United States of America,AMRO,20063,1518847,926,92041,05,2020,2020-05
2020-05-20,US,United States of America,AMRO,23029,1541876,965,93006,05,2020,2020-05
2020-05-21,US,United States of America,AMRO,21651,1563527,1184,94190,05,2020,2020-05
2020-05-22,US,United States of America,AMRO,23995,1587522,1362,95552,05,2020,2020-05
2020-05-23,US,United States of America,AMRO,25820,1613342,1091,96643,05,2020,2020-05
2020-05-24,US,United States of America,AMRO,25981,1639323,1793,98436,05,2020,2020-05
2020-05-25,US,United States of America,AMRO,21224,1660547,921,99357,05,2020,2020-05
2020-05-26,US,United States of America,AMRO,21693,1682240,809,100166,05,2020,2020-05
2020-05-27,US,United States of America,AMRO,19446,1701686,681,100847,05,2020,2020-05
2020-05-28,US,United States of America,AMRO,16751,1718437,829,101676,05,2020,2020-05
2020-05-29,US,United States of America,AMRO,19815,1738252,1288,102964,05,2020,2020-05
2020-05-30,US,United States of America,AMRO,24190,1762442,1216,104180,05,2020,2020-05
2020-05-31,US,United States of America,AMRO,23856,1786298,1039,105219,05,2020,2020-05
2020-06-01,US,United States of America,AMRO,23971,1810269,897,106116,06,2020,2020-06
2020-06-02,US,United States of America,AMRO,21369,1831638,684,106800,06,2020,2020-06
2020-06-03,US,United States of America,AMRO,17134,1848772,690,107490,06,2020,2020-06
2020-06-04,US,United States of America,AMRO,20771,1869543,939,108429,06,2020,2020-06
2020-06-05,US,United States of America,AMRO,20992,1890535,1028,109457,06,2020,2020-06
2020-06-06,US,United States of America,AMRO,20648,1911183,874,110331,06,2020,2020-06
2020-06-07,US,United States of America,AMRO,24709,1935892,865,111196,06,2020,2020-06
2020-06-08,US,United States of America,AMRO,23706,1959598,678,111874,06,2020,2020-06
2020-06-09,US,United States of America,AMRO,17716,1977314,586,112460,06,2020,2020-06
2020-06-10,US,United States of America,AMRO,18077,1995391,799,113259,06,2020,2020-06
2020-06-11,US,United States of America,AMRO,18515,2013906,825,114084,06,2020,2020-06
2020-06-12,US,United States of America,AMRO,22253,2036159,867,114951,06,2020,2020-06
2020-06-13,US,United States of America,AMRO,22959,2059118,894,115845,06,2020,2020-06
2020-06-14,US,United States of America,AMRO,28385,2087503,730,116575,06,2020,2020-06
2020-06-15,US,United States of America,AMRO,26380,2113883,684,117259,06,2020,2020-06
2020-06-16,US,United States of America,AMRO,20535,2134418,488,117747,06,2020,2020-06
2020-06-17,US,United States of America,AMRO,20653,2155071,537,118284,06,2020,2020-06
2020-06-18,US,United States of America,AMRO,24758,2179829,669,118953,06,2020,2020-06
2020-06-19,US,United States of America,AMRO,25831,2205660,678,119631,06,2020,2020-06
2020-06-20,US,United States of America,AMRO,28611,2234271,655,120286,06,2020,2020-06
2020-06-21,US,United States of America,AMRO,33195,2267466,742,121028,06,2020,2020-06
2020-06-22,US,United States of America,AMRO,33363,2300829,572,121600,06,2020,2020-06
2020-06-23,US,United States of America,AMRO,27200,2328029,418,122018,06,2020,2020-06
2020-06-24,US,United States of America,AMRO,28745,2356774,496,122514,06,2020,2020-06
2020-06-25,US,United States of America,AMRO,37873,2394647,736,123250,06,2020,2020-06
2020-06-26,US,United States of America,AMRO,37226,2431873,691,123941,06,2020,2020-06
2020-06-27,US,United States of America,AMRO,47137,2479010,2544,126485,06,2020,2020-06
2020-06-28,US,United States of America,AMRO,46549,2525559,705,127190,06,2020,2020-06
2020-06-29,US,United States of America,AMRO,43418,2568977,575,127765,06,2020,2020-06
2020-06-30,US,United States of America,AMRO,37537,2606514,438,128203,06,2020,2020-06
2020-07-01,US,United States of America,AMRO,38573,2645087,474,128677,07,2020,2020-07
2020-07-02,US,United States of America,AMRO,46561,2691648,640,129317,07,2020,2020-07
2020-07-03,US,United States of America,AMRO,59396,2751044,782,130099,07,2020,2020-07
2020-07-04,US,United States of America,AMRO,55356,2806400,704,130803,07,2020,2020-07
2020-07-05,US,United States of America,AMRO,60233,2866633,811,131614,07,2020,2020-07
2020-07-06,US,United States of America,AMRO,49640,2916273,543,132157,07,2020,2020-07
2020-07-07,US,United States of America,AMRO,39914,2956187,454,132611,07,2020,2020-07
2020-07-08,US,United States of America,AMRO,51055,3007242,626,133237,07,2020,2020-07
2020-07-09,US,United States of America,AMRO,56011,3063253,921,134158,07,2020,2020-07
2020-07-10,US,United States of America,AMRO,65112,3128365,1089,135247,07,2020,2020-07
2020-07-11,US,United States of America,AMRO,62244,3190609,950,136197,07,2020,2020-07
2020-07-12,US,United States of America,AMRO,68270,3258879,947,137144,07,2020,2020-07
2020-07-13,US,United States of America,AMRO,67418,3326297,887,138031,07,2020,2020-07
2020-07-14,US,United States of America,AMRO,59590,3385887,834,138865,07,2020,2020-07
2020-07-15,US,United States of America,AMRO,56070,3441957,734,139599,07,2020,2020-07
2020-07-16,US,United States of America,AMRO,64722,3506679,922,140521,07,2020,2020-07
2020-07-17,US,United States of America,AMRO,72014,3578693,1123,141644,07,2020,2020-07
2020-07-18,US,United States of America,AMRO,69568,3648261,1079,142723,07,2020,2020-07
2020-07-19,US,United States of America,AMRO,76791,3725052,1088,143811,07,2020,2020-07
2020-07-20,US,United States of America,AMRO,67345,3792397,995,144806,07,2020,2020-07
2020-07-21,US,United States of America,AMRO,59819,3852216,934,145740,07,2020,2020-07
2020-07-22,US,United States of America,AMRO,58548,3910764,879,146619,07,2020,2020-07
2020-07-23,US,United States of America,AMRO,63308,3974072,1181,147800,07,2020,2020-07
2020-07-24,US,United States of America,AMRO,72232,4046304,1191,148991,07,2020,2020-07
2020-07-25,US,United States of America,AMRO,73383,4119687,1260,150251,07,2020,2020-07
2020-07-26,US,United States of America,AMRO,73184,4192871,1328,151579,07,2020,2020-07
2020-07-27,US,United States of America,AMRO,61282,4254153,1142,152721,07,2020,2020-07
2020-07-28,US,United States of America,AMRO,58271,4312424,950,153671,07,2020,2020-07
2020-07-29,US,United States of America,AMRO,53442,4365866,946,154617,07,2020,2020-07
2020-07-30,US,United States of America,AMRO,58923,4424789,1181,155798,07,2020,2020-07
2020-07-31,US,United States of America,AMRO,64681,4489470,1165,156963,07,2020,2020-07
2020-08-01,US,United States of America,AMRO,66215,4555685,1416,158379,08,2020,2020-08
2020-08-02,US,United States of America,AMRO,68106,4623791,1381,159760,08,2020,2020-08
2020-08-03,US,United States of America,AMRO,56529,4680320,1124,160884,08,2020,2020-08
2020-08-04,US,United States of America,AMRO,51164,4731484,918,161802,08,2020,2020-08
2020-08-05,US,United States of America,AMRO,45146,4776630,880,162682,08,2020,2020-08
2020-08-06,US,United States of America,AMRO,51689,4828319,1078,163760,08,2020,2020-08
2020-08-07,US,United States of America,AMRO,55637,4883956,1254,165014,08,2020,2020-08
2020-08-08,US,United States of America,AMRO,54386,4938342,1199,166213,08,2020,2020-08
2020-08-09,US,United States of America,AMRO,61821,5000163,1307,167520,08,2020,2020-08
2020-08-10,US,United States of America,AMRO,51244,5051407,1043,168563,08,2020,2020-08
2020-08-11,US,United States of America,AMRO,46250,5097657,896,169459,08,2020,2020-08
2020-08-12,US,United States of America,AMRO,43690,5141347,812,170271,08,2020,2020-08
2020-08-13,US,United States of America,AMRO,58823,5200170,1088,171359,08,2020,2020-08
2020-08-14,US,United States of America,AMRO,54731,5254901,1330,172689,08,2020,2020-08
2020-08-15,US,United States of America,AMRO,51669,5306570,1190,173879,08,2020,2020-08
2020-08-16,US,United States of America,AMRO,55929,5362499,1051,174930,08,2020,2020-08
2020-08-17,US,United States of America,AMRO,51250,5413749,942,175872,08,2020,2020-08
2020-08-18,US,United States of America,AMRO,41328,5455077,890,176762,08,2020,2020-08
2020-08-19,US,United States of America,AMRO,41722,5496799,645,177407,08,2020,2020-08
2020-08-20,US,United States of America,AMRO,41494,5538293,930,178337,08,2020,2020-08
2020-08-21,US,United States of America,AMRO,46661,5584954,1266,179603,08,2020,2020-08
2020-08-22,US,United States of America,AMRO,46279,5631233,991,180594,08,2020,2020-08
2020-08-23,US,United States of America,AMRO,47603,5678836,1008,181602,08,2020,2020-08
2020-08-24,US,United States of America,AMRO,41312,5720148,998,182600,08,2020,2020-08
2020-08-25,US,United States of America,AMRO,36863,5757011,843,183443,08,2020,2020-08
2020-08-26,US,United States of America,AMRO,36110,5793121,602,184045,08,2020,2020-08
2020-08-27,US,United States of America,AMRO,40309,5833430,880,184925,08,2020,2020-08
2020-08-28,US,United States of America,AMRO,46725,5880155,1053,185978,08,2020,2020-08
2020-08-29,US,United States of America,AMRO,46823,5926978,952,186930,08,2020,2020-08
2020-08-30,US,United States of America,AMRO,46755,5973733,1029,187959,08,2020,2020-08
2020-08-31,US,United States of America,AMRO,40701,6014434,820,188779,08,2020,2020-08
2020-09-01,US,United States of America,AMRO,36586,6051020,727,189506,09,2020,2020-09
2020-09-02,US,United States of America,AMRO,38798,6089818,573,190079,09,2020,2020-09
2020-09-03,US,United States of America,AMRO,38916,6128734,855,190934,09,2020,2020-09
2020-09-04,US,United States of America,AMRO,43953,6172687,864,191798,09,2020,2020-09
2020-09-05,US,United States of America,AMRO,45196,6217883,945,192743,09,2020,2020-09
2020-09-06,US,United States of America,AMRO,50877,6268760,911,193654,09,2020,2020-09
2020-09-07,US,United States of America,AMRO,41539,6310299,787,194441,09,2020,2020-09
2020-09-08,US,United States of America,AMRO,33674,6343973,689,195130,09,2020,2020-09
2020-09-09,US,United States of America,AMRO,25056,6369029,411,195541,09,2020,2020-09
2020-09-10,US,United States of America,AMRO,28073,6397102,560,196101,09,2020,2020-09
2020-09-11,US,United States of America,AMRO,35060,6432162,826,196927,09,2020,2020-09
2020-09-12,US,United States of America,AMRO,38568,6470730,827,197754,09,2020,2020-09
2020-09-13,US,United States of America,AMRO,44218,6514948,870,198624,09,2020,2020-09
2020-09-14,US,United States of America,AMRO,40056,6555004,650,199274,09,2020,2020-09
2020-09-15,US,United States of America,AMRO,32721,6587725,743,200017,09,2020,2020-09
2020-09-16,US,United States of America,AMRO,34509,6622234,437,200454,09,2020,2020-09
2020-09-17,US,United States of America,AMRO,36739,6658973,750,201204,09,2020,2020-09
2020-09-18,US,United States of America,AMRO,44231,6703204,1091,202295,09,2020,2020-09
2020-09-19,US,United States of America,AMRO,44683,6747887,723,203018,09,2020,2020-09
2020-09-20,US,United States of America,AMRO,47788,6795675,817,203835,09,2020,2020-09
2020-09-21,US,United States of America,AMRO,42168,6837843,658,204493,09,2020,2020-09
2020-09-22,US,United States of America,AMRO,34206,6872049,471,204964,09,2020,2020-09
2020-09-23,US,United States of America,AMRO,41648,6913697,570,205534,09,2020,2020-09
2020-09-24,US,United States of America,AMRO,49226,6962923,649,206183,09,2020,2020-09
2020-09-25,US,United States of America,AMRO,41944,7004867,898,207081,09,2020,2020-09
2020-09-26,US,United States of America,AMRO,46056,7050923,737,207818,09,2020,2020-09
2020-09-27,US,United States of America,AMRO,49634,7100557,762,208580,09,2020,2020-09
2020-09-28,US,United States of America,AMRO,41813,7142370,672,209252,09,2020,2020-09
2020-09-29,US,United States of America,AMRO,35311,7177681,498,209750,09,2020,2020-09
2020-09-30,US,United States of America,AMRO,38845,7216526,402,210152,09,2020,2020-09
2020-10-01,US,United States of America,AMRO,38733,7255259,799,210951,10,2020,2020-10
2020-10-02,US,United States of America,AMRO,45701,7300960,683,211634,10,2020,2020-10
2020-10-03,US,United States of America,AMRO,47091,7348051,740,212374,10,2020,2020-10
2020-10-04,US,United States of America,AMRO,51144,7399195,906,213280,10,2020,2020-10
2020-10-05,US,United States of America,AMRO,47629,7446824,544,213824,10,2020,2020-10
2020-10-06,US,United States of America,AMRO,35413,7482237,596,214420,10,2020,2020-10
2020-10-07,US,United States of America,AMRO,41462,7523699,519,214939,10,2020,2020-10
2020-10-08,US,United States of America,AMRO,41563,7565262,630,215569,10,2020,2020-10
2020-10-09,US,United States of America,AMRO,53906,7619168,798,216367,10,2020,2020-10
2020-10-10,US,United States of America,AMRO,55449,7674617,722,217089,10,2020,2020-10
